lon,lat,nitrogen,phosphorus,potassium,ph,soil_type,timestamp,id,name,nepaliName,province,ecoZone,avgRainfallMm,solarRadiationKwh,baseSoilPh,laborRateNprPerDay,description
85.7417,26.755,0.07,29.88,55.92,6.65,Fluvial non calcareous,2025-07-23 02:26:30.427605,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7367,26.76,0.08,24.77,52.05,6.57,Fluvial non calcareous,2025-07-23 02:26:32.117769,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8967,26.76,0.08,32.26,111.0,6.41,Fluvial non calcareous,2025-07-23 02:26:33.028414,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.9017,26.765,0.07,19.47,92.55,6.29,Fluvial non calcareous,2025-07-23 02:26:33.860949,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.9067,26.77,0.07,16.77,77.05,6.3,Fluvial non calcareous,2025-07-23 02:26:34.772479,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.9117,26.775,0.08,24.66,81.45,6.45,Fluvial non calcareous,2025-07-23 02:26:35.681220,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.9217,26.785,0.07,14.2,74.3,6.6,Fluvial non calcareous,2025-07-23 02:26:37.420126,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.9267,26.79,0.07,17.32,79.98,6.47,Fluvial non calcareous,2025-07-23 02:26:38.278310,dhanusha,Dhanusa,धनुषा,Madhesh Province,Terai,1410,5.5,7.3,660,Cultural heartland with intensive irrigated agriculture and fish ponds.
85.8733,27.8567,0.16,49.34,247.83,5.93,"Gneiss, migmatite",2025-07-23 02:25:09.857460,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8683,27.8617,0.17,43.59,258.85,6.06,"Gneiss, migmatite",2025-07-23 02:25:11.677058,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9433,27.9467,0.18,88.01,355.62,6.41,"Gneiss, migmatite",2025-07-23 02:25:16.193749,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9233,27.9267,0.18,61.0,311.35,6.37,"Gneiss, migmatite",2025-07-23 02:25:19.737229,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9133,27.9167,0.19,53.86,304.94,6.32,"Gneiss, migmatite",2025-07-23 02:25:21.471547,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8983,27.9017,0.14,47.44,286.47,6.36,"Gneiss, migmatite",2025-07-23 02:25:23.995698,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8833,27.8867,0.15,51.07,299.19,6.2,"Gneiss, migmatite",2025-07-23 02:25:29.411858,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8683,27.8717,0.16,70.37,280.06,6.17,"Gneiss, migmatite",2025-07-23 02:25:34.343978,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
86.0033,27.7617,0.17,71.25,354.59,5.83,"Gneiss, migmatite",2025-07-23 02:25:44.575363,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9383,27.7867,0.15,80.7,270.93,6.04,"Gneiss, migmatite",2025-07-23 02:25:52.122399,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9283,27.7967,0.15,67.22,267.69,6.01,"Gneiss, migmatite",2025-07-23 02:25:55.562879,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8983,27.8267,0.15,43.83,256.76,6.08,"Gneiss, migmatite",2025-07-23 02:26:05.729012,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
86.0833,27.8417,0.16,56.59,293.24,6.09,"Gneiss, migmatite",2025-07-23 02:26:11.740060,dolakha,Dolakha,दोलखा,Bagmati Province,Mountain,1850,5.5,5.9,850,Hydro-energy powerhouse with high alpine potato and cardamom farming.
86.0933,27.8517,0.18,71.83,352.64,6.38,"Gneiss, migmatite",2025-07-23 02:26:15.165113,dolakha,Dolakha,दोलखा,Bagmati Province,Mountain,1850,5.5,5.9,850,Hydro-energy powerhouse with high alpine potato and cardamom farming.
86.0983,27.8567,0.18,75.3,296.26,6.36,"Gneiss, migmatite",2025-07-23 02:26:16.874957,dolakha,Dolakha,दोलखा,Bagmati Province,Mountain,1850,5.5,5.9,850,Hydro-energy powerhouse with high alpine potato and cardamom farming.
85.9533,27.9617,0.18,91.2,326.69,6.36,"Gneiss, migmatite",2025-07-23 02:26:23.677082,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9383,27.9467,0.18,85.83,341.9,6.45,"Gneiss, migmatite",2025-07-23 02:26:26.412871,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9133,27.9217,0.17,57.76,315.33,6.38,"Gneiss, migmatite",2025-07-23 02:26:30.933468,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.9083,27.9167,0.19,56.54,276.86,6.27,"Gneiss, migmatite",2025-07-23 02:26:31.776201,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
85.8783,27.8867,0.17,53.7,295.84,6.16,"Gneiss, migmatite",2025-07-23 02:26:39.469769,sindhupalchok,Sindhupalchok,सिन्धुपाल्चोक,Bagmati Province,Mountain,2200,5.2,5.8,800,Mountainous river valleys with abundant hydro power and terrace farming.
81.5217,28.075,0.08,167.18,309.26,7.51,Fluvial non calcareous,2025-07-23 02:26:19.121532,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.7117,28.075,0.09,146.14,302.62,7.5,Fluvial non calcareous,2025-07-23 02:26:19.959283,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5167,28.08,0.09,171.89,286.48,7.39,Fluvial non calcareous,2025-07-23 02:26:20.799919,bardiya,Bardiya,बर्दिया,Lumbini Province,Terai,1550,5.4,7.0,670,Bardiya National Park region with rich alluvial organic paddy fields.
81.5117,28.085,0.09,242.47,310.16,7.35,Fluvial non calcareous,2025-07-23 02:26:22.539933,bardiya,Bardiya,बर्दिया,Lumbini Province,Terai,1550,5.4,7.0,670,Bardiya National Park region with rich alluvial organic paddy fields.
81.5067,28.09,0.09,183.36,299.04,7.15,Fluvial non calcareous,2025-07-23 02:26:24.258530,bardiya,Bardiya,बर्दिया,Lumbini Province,Terai,1550,5.4,7.0,670,Bardiya National Park region with rich alluvial organic paddy fields.
81.5017,28.095,0.09,177.57,302.84,7.1,Fluvial non calcareous,2025-07-23 02:26:26.109136,bardiya,Bardiya,बर्दिया,Lumbini Province,Terai,1550,5.4,7.0,670,Bardiya National Park region with rich alluvial organic paddy fields.
81.6167,28.22,0.09,67.86,179.47,6.67,Fluvial non calcareous,2025-07-23 02:26:27.905060,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6117,28.215,0.1,114.25,252.73,7.09,Fluvial non calcareous,2025-07-23 02:26:28.857016,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6217,28.215,0.09,93.59,224.78,7.09,Fluvial non calcareous,2025-07-23 02:26:29.769719,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6067,28.21,0.09,105.06,251.97,7.09,Fluvial non calcareous,2025-07-23 02:26:30.717877,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6017,28.205,0.1,111.18,237.85,6.77,Fluvial non calcareous,2025-07-23 02:26:32.480507,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6317,28.205,0.1,105.65,190.34,7.12,Fluvial non calcareous,2025-07-23 02:26:33.344751,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5967,28.2,0.1,86.67,196.56,6.63,Fluvial non calcareous,2025-07-23 02:26:34.204303,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6367,28.2,0.1,96.6,190.26,7.07,Fluvial non calcareous,2025-07-23 02:26:35.091771,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5917,28.195,0.1,78.88,195.92,6.6,Fluvial non calcareous,2025-07-23 02:26:35.978897,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6417,28.195,0.1,49.0,140.68,6.47,Fluvial non calcareous,2025-07-23 02:26:36.911463,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5867,28.19,0.09,105.26,179.13,6.99,Fluvial non calcareous,2025-07-23 02:26:37.815485,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6467,28.19,0.11,63.52,122.42,6.26,Fluvial non calcareous,2025-07-23 02:26:38.689396,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5817,28.185,0.09,38.37,161.15,6.54,Fluvial non calcareous,2025-07-23 02:26:39.540740,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5767,28.18,0.08,87.71,174.99,7.05,Fluvial non calcareous,2025-07-23 02:26:41.319106,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
84.7667,27.055,0.08,31.92,88.73,6.1,Fluvial non calcareous,2025-07-23 02:26:23.356182,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9667,27.055,0.08,31.56,105.76,7.0,Fluvial non calcareous,2025-07-23 02:26:24.261659,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7617,27.05,0.08,29.52,80.35,6.09,Fluvial non calcareous,2025-07-23 02:26:25.211300,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9717,27.05,0.09,32.78,140.82,7.29,Fluvial non calcareous,2025-07-23 02:26:26.152227,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7567,27.045,0.08,25.22,82.33,6.21,Fluvial non calcareous,2025-07-23 02:26:27.072675,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9767,27.045,0.09,30.09,136.17,6.99,Fluvial non calcareous,2025-07-23 02:26:27.984855,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7517,27.04,0.08,23.96,67.8,6.19,Fluvial non calcareous,2025-07-23 02:26:28.945270,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9817,27.04,0.09,29.85,120.31,7.13,Fluvial non calcareous,2025-07-23 02:26:29.857539,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7467,27.035,0.08,21.36,78.62,6.34,Fluvial non calcareous,2025-07-23 02:26:30.796722,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9867,27.035,0.1,31.67,168.52,7.16,Fluvial non calcareous,2025-07-23 02:26:31.663696,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7417,27.03,0.08,24.86,77.66,6.31,Fluvial non calcareous,2025-07-23 02:26:32.586457,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9917,27.03,0.11,29.23,165.64,7.05,Fluvial non calcareous,2025-07-23 02:26:33.437165,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7367,27.025,0.08,25.71,93.07,6.34,Fluvial non calcareous,2025-07-23 02:26:34.297571,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
84.9967,27.025,0.11,33.0,205.29,7.07,Fluvial non calcareous,2025-07-23 02:26:35.173203,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
84.7317,27.02,0.09,28.13,95.91,6.42,Fluvial non calcareous,2025-07-23 02:26:36.092750,parsa,Parsa,पर्सा,Madhesh Province,Terai,1600,5.3,6.9,700,Border trade and commercial agriculture center with Parsons National Park.
85.0017,27.02,0.12,41.72,269.13,7.07,Fluvial non calcareous,2025-07-23 02:26:36.981729,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
85.0067,27.015,0.12,28.35,184.27,7.01,Fluvial non calcareous,2025-07-23 02:26:38.715346,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
85.0117,27.01,0.13,30.47,177.89,6.98,Fluvial non calcareous,2025-07-23 02:26:39.553440,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
85.0167,27.005,0.14,33.66,221.5,7.06,Fluvial non calcareous,2025-07-23 02:26:40.452659,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
85.0217,27.0,0.12,27.74,139.58,6.89,Fluvial non calcareous,2025-07-23 02:26:41.322948,bara,Bara,बारा,Madhesh Province,Terai,1650,5.2,6.8,680,Grain belt and agro-industrial district with high winter wheat yields.
85.434,27.7172,0.16,83.26,259.19,5.63,"slate, phyllite",2025-07-23 02:26:20.723046,bhaktapur,Bhaktapur,भक्तपुर,Bagmati Province,Hill,1480,4.8,6.4,900,Smallest district renowned for traditional intensive vegetable and rice farming.
85.319,27.6072,0.16,52.45,278.51,5.75,Fluvial non calcareous,2025-07-23 02:26:22.446143,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.314,27.6122,0.15,52.76,263.29,5.83,Fluvial non calcareous,2025-07-23 02:26:24.188500,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.334,27.6122,0.16,51.22,271.99,5.87,Fluvial non calcareous,2025-07-23 02:26:25.146348,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.309,27.6172,0.15,73.49,267.25,5.82,Fluvial non calcareous,2025-07-23 02:26:26.086153,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.339,27.6172,0.16,51.03,278.58,5.8,Fluvial non calcareous,2025-07-23 02:26:27.026430,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.304,27.6222,0.16,58.79,294.44,5.69,Fluvial non calcareous,2025-07-23 02:26:27.910864,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.344,27.6222,0.14,52.99,221.64,5.89,Fluvial non calcareous,2025-07-23 02:26:28.874858,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.294,27.6322,0.15,67.56,265.52,5.73,Fluvial non calcareous,2025-07-23 02:26:31.571827,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.354,27.6322,0.14,65.82,239.01,5.86,Fluvial non calcareous,2025-07-23 02:26:32.473045,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.289,27.6372,0.15,83.51,254.81,5.76,Fluvial non calcareous,2025-07-23 02:26:33.315102,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.359,27.6372,0.16,76.69,274.71,5.79,Fluvial non calcareous,2025-07-23 02:26:34.179545,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.284,27.6422,0.14,103.82,257.31,5.73,Fluvial non calcareous,2025-07-23 02:26:35.063092,kathmandu,Kathmandu,काठमाडौँ,Bagmati Province,Hill,1500,4.8,6.5,950,Capital city valley with peri-urban organic farming and high market demand.
85.364,27.6422,0.16,74.69,270.18,5.81,Fluvial non calcareous,2025-07-23 02:26:35.965404,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.369,27.6472,0.17,113.75,304.63,5.79,Fluvial non calcareous,2025-07-23 02:26:37.747920,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.274,27.6522,0.17,102.89,249.2,5.84,Quartzite,2025-07-23 02:26:38.615039,kathmandu,Kathmandu,काठमाडौँ,Bagmati Province,Hill,1500,4.8,6.5,950,Capital city valley with peri-urban organic farming and high market demand.
85.374,27.6522,0.15,92.16,275.57,5.67,Fluvial non calcareous,2025-07-23 02:26:39.483714,lalitpur,Lalitpur,ललितपुर,Bagmati Province,Hill,1550,4.8,6.3,920,"Southern hill slopes suited for organic coffee, tea, and dairy farming."
85.269,27.6572,0.17,108.03,315.86,5.8,Fluvial non calcareous,2025-07-23 02:26:40.376320,kathmandu,Kathmandu,काठमाडौँ,Bagmati Province,Hill,1500,4.8,6.5,950,Capital city valley with peri-urban organic farming and high market demand.
85.379,27.6572,0.16,141.22,287.08,5.66,Fluvial non calcareous,2025-07-23 02:26:41.248961,bhaktapur,Bhaktapur,भक्तपुर,Bagmati Province,Hill,1480,4.8,6.4,900,Smallest district renowned for traditional intensive vegetable and rice farming.
85.264,27.6622,0.15,148.6,260.67,5.77,Fluvial non calcareous,2025-07-23 02:26:42.105229,kathmandu,Kathmandu,काठमाडौँ,Bagmati Province,Hill,1500,4.8,6.5,950,Capital city valley with peri-urban organic farming and high market demand.
87.3818,26.4675,0.08,10.97,145.65,6.39,Fluvial non calcareous,2025-07-23 02:26:24.041939,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1568,26.4625,0.06,36.7,124.77,6.6,Fluvial non calcareous,2025-07-23 02:26:24.956686,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3868,26.4625,0.08,13.06,147.1,6.31,Fluvial non calcareous,2025-07-23 02:26:25.926824,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1518,26.4575,0.06,35.56,121.33,6.78,Fluvial non calcareous,2025-07-23 02:26:26.850885,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3918,26.4575,0.07,14.33,124.22,6.17,Fluvial non calcareous,2025-07-23 02:26:27.760245,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1468,26.4525,0.06,39.07,147.98,6.76,Fluvial non calcareous,2025-07-23 02:26:28.751152,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3968,26.4525,0.07,10.17,128.08,6.24,Fluvial non calcareous,2025-07-23 02:26:29.630392,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3218,26.3725,0.08,25.71,163.66,6.23,Fluvial non calcareous,2025-07-23 02:26:31.408621,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3268,26.3775,0.08,25.04,160.38,6.12,Fluvial non calcareous,2025-07-23 02:26:32.290456,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3318,26.3825,0.08,20.49,149.76,6.62,Fluvial non calcareous,2025-07-23 02:26:33.177240,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3368,26.3875,0.08,18.47,167.14,6.65,Fluvial non calcareous,2025-07-23 02:26:34.033021,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3418,26.3925,0.08,23.29,169.42,6.34,"Fluvial, calcareous",2025-07-23 02:26:34.918155,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3468,26.3975,0.08,19.11,133.24,6.8,Fluvial non calcareous,2025-07-23 02:26:35.833580,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3518,26.4025,0.08,25.82,141.72,6.42,Fluvial non calcareous,2025-07-23 02:26:36.751085,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.3568,26.4075,0.08,22.54,178.95,6.86,Fluvial non calcareous,2025-07-23 02:26:38.445963,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1818,26.4125,0.07,33.2,127.91,6.4,Fluvial non calcareous,2025-07-23 02:26:39.351133,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3618,26.4125,0.07,19.03,156.66,6.8,Fluvial non calcareous,2025-07-23 02:26:40.230288,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1768,26.4175,0.06,31.28,127.32,6.55,Fluvial non calcareous,2025-07-23 02:26:41.111383,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3668,26.4175,0.08,18.33,150.29,6.8,Fluvial non calcareous,2025-07-23 02:26:41.975435,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.1718,26.4225,0.06,33.92,134.3,6.6,Fluvial non calcareous,2025-07-23 02:26:42.884079,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
82.205,28.215,0.14,219.22,600.11,6.83,Quartzite,2025-07-23 02:25:47.817952,dang,Dang,दाङ,Lumbini Province,Terai,1600,5.3,6.9,700,"Largest valley in Asia producing mustard oil, corn, and lentils."
82.1,28.34,0.15,185.11,331.12,6.43,Quartzite,2025-07-23 02:25:50.286318,salyan,Salyan,सल्यान,Karnali Province,Hill,1300,5.4,6.5,720,Famed for premium ginger (Salyani Ginger) and citrus fruits.
82.095,28.335,0.16,169.57,309.01,6.6,Quartzite,2025-07-23 02:25:51.170362,salyan,Salyan,सल्यान,Karnali Province,Hill,1300,5.4,6.5,720,Famed for premium ginger (Salyani Ginger) and citrus fruits.
82.105,28.335,0.14,192.46,336.18,6.44,Quartzite,2025-07-23 02:25:52.047418,salyan,Salyan,सल्यान,Karnali Province,Hill,1300,5.4,6.5,720,Famed for premium ginger (Salyani Ginger) and citrus fruits.
82.09,28.33,0.14,169.85,384.89,6.64,Quartzite,2025-07-23 02:25:52.961909,salyan,Salyan,सल्यान,Karnali Province,Hill,1300,5.4,6.5,720,Famed for premium ginger (Salyani Ginger) and citrus fruits.
82.115,28.325,0.17,191.95,385.28,6.32,Quartzite,2025-07-23 02:25:55.556326,salyan,Salyan,सल्यान,Karnali Province,Hill,1300,5.4,6.5,720,Famed for premium ginger (Salyani Ginger) and citrus fruits.
